Date,Time,DST,disturbance_date,Disturbance_time,B(IMF),Vector_B,Lat_angle_B,Long_angle_B,Bz(GSE),Bz(GSM),RMS_magnitude,RMS_field_vector,RMS_BZ_GSE,Plasma_Temp,Proton_Density,Plasma_speed,Alpha/proton,sigma-T,sigma-n,sigma-V,sigma-ratio,flow_pressure,E_field,Plasma_beta,Kp_index,Ap_index
19/04/2015,21:12:08,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2015,09:36:05,-30,,,,,,,,,,,,,,,,,,,,,,,,
25/04/2015,14:48:05,-30,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2015,03:24:05,-30,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2015,18:12:06,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2015,20:24:05,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2015,03:48:06,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2015,03:12:10,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2015,09:48:05,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
05/05/2015,22:24:05,-30,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2015,18:48:05,-75,13/05/2015,19,5.2,5,-30.2,282,-2.5,-3.8,0.1,1.3,0.9,128571,2.1,716,0.037,10743,0.2,15,0.004,2.06,2.79,0.83,50,48
21/05/2015,22:24:06,-17.5,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2015,13:48:05,-15,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2015,17:24:24,-202.4096386,23/06/2015,4,23.1,23,-64.8,40,-20.8,-20.6,0.4,2.1,0.7,211463,2.8,702,0.088,22026,0.5,21,0.014,3.12,14.6,0.07,77,179
19/06/2015,06:42:50,-202.4096386,,,,,,,,,,,,,,,,,,,,,,,,
21/06/2015,02:36:05,-202.4096386,,,,,,,,,,,,,,,,,,,,,,,,
22/06/2015,18:36:05,-202.4096386,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2015,08:36:05,-85,25/06/2015,16,3.1,1.4,-9.2,304.6,-0.2,-0.1,0.8,2.8,1.6,71606,2.7,591,0.124,16258,0.6,7,0.029,2.36,0.06,2.34,43,32
01/07/2015,14:36:04,-67.5,04/07/2015,22,13.5,12.8,-10.3,320,-2.3,-2.9,1.2,4.3,2.2,433800,9,545,0.047,82670,1.6,27,0.019,5.3,1.64,1.15,50,48
20/09/2015,18:12:04,-75,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2015,03:12:07,-12.5,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2015,20:24:04,-90,07/11/2015,6,9.7,4.6,-66.7,358.9,-4.2,-3.9,1.3,8.5,6.3,159235,6.4,598,0.06,42640,2.2,15,0.032,4.74,2.33,0.81,60,80
04/11/2015,14:48:04,-90,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2015,07:48:04,-42.5,30/11/2015,11,8.2,8.1,-8.7,152.2,-1.2,-2.4,0.4,1.4,1,192395,5.9,523,0.041,30378,0.8,3,0.004,3.14,1.26,1.17,37,22
16/12/2015,14:24:04,-155,20/12/2015,22,18.7,18.7,-72.2,200.4,-17.8,-17.9,0.5,1.7,0.5,11901,6.6,415,9.999,1890,2.8,3,9.999,2.27,7.43,0.11,63,94
28/12/2015,12:12:05,-117.5,01/01/2016,0,15,15,-70,343.2,-14.1,-14,0.1,1.3,0.5,32589,2,463,0.057,3472,0.4,4,0.008,0.88,6.48,0.06,60,80
01/01/2016,23:24:04,-117.5,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2016,14:00:04,-30,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2016,23:24:05,-25,15/01/2016,2,4,2.4,69.4,353.3,2.3,2.1,0.2,3.1,1.9,76828,2.7,445,0.038,8505,0.1,9,0.003,1.03,-0.98,1.44,20,7
11/02/2016,21:17:32,-55,16/02/2016,19,8.9,7.4,-13.2,326.6,-1.7,-3.2,0.4,4.5,2.8,282832,7.5,611,0.044,27995,0.5,8,0.006,5.5,2.02,1.62,53,56
20/02/2016,14:24:04,-30,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2016,12:00:04,-20,21/02/2016,20,6.2,5.9,-35,13.5,-3.4,-2.5,0.2,2.1,0.6,32892,6.8,331,0.024,7427,1.5,5,0.005,1.36,0.83,1.19,17,6
10/04/2017,23:12:12,-25,,,,,,,,,,,,,,,,,,,,,,,,
18/04/2017,19:48:05,-50,22/04/2017,16,5.2,3.3,-41.8,11,-2.2,-2,0.5,3.9,2.7,228533,3.3,717,0.053,22456,0.4,17,0.004,3.43,1.36,1.81,47,39
14/07/2017,01:25:41,-72.5,16/07/2017,15,16.1,15.5,-33.1,86.8,-8.5,-11.8,0.8,3.9,2.3,275741,3.1,448,0.114,197589,1.2,22,0,1.51,5.11,0.2,53,56
23/07/2017,04:48:05,-30,23/07/2017,7,6.1,5.8,-9,140.9,-0.9,-1.9,0.2,2,1.2,112126,3.2,527,0.042,18484,0.3,13,0.005,1.73,1.05,0.86,27,12
04/09/2017,20:36:05,-142.5,08/09/2017,1,21,19.5,-70.5,293.8,-18.4,-16.3,4.5,8.4,5.5,1870000,3.4,678,0.077,1070000,1,16,0.035,3.41,10.92,0.64,80,207
06/09/2017,12:24:05,-142.5,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2017,16:00:05,-52.5,10/09/2017,0,5,4.9,10.5,350.8,0.9,1,0.1,0.9,0.4,28323,0.3,508,0.053,4333,0,5,0,0.16,-0.56,0.08,0,0
17/09/2017,12:00:06,-42.5,18/09/2017,8,5.1,3.7,41,154.4,2.4,1.5,0.5,3.4,1.5,207240,4,633,0.051,15111,0.3,7,0.006,3.22,-0.89,2.15,40,27
18/10/2017,05:48:05,-27.5,19/10/2017,18,8,7.2,-6.7,125.7,-0.8,-2.6,0.6,3.2,3,161737,9.5,433,0.062,20590,0.6,8,0.007,3.71,1.04,1.79,27,12
12/02/2018,01:25:18,-27.5,17/02/2018,9,6.3,6.2,-11.8,328.6,-1.3,-1.9,0.1,1.3,0.7,128306,5.9,467,0.054,10118,0.3,2,0.005,2.61,0.89,1.59,13,5
30/04/2019,14:48:05,-30,02/05/2019,4,3.6,2.8,-14.6,309.8,-0.7,-1.4,0.6,2.3,2,145695,3,554,0.015,17291,0.2,7,0.002,1.63,0.72,2.64,33,18
24/11/2020,13:25:46,-102.5,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2020,13:25:49,-102.5,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2020,16:24:06,-102.5,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2020,00:24:05,-102.5,,,,,,,,,,,,,,,,,,,,,,,,
22/05/2021,08:48:05,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2021,19:00:05,-35,,,,,,,,,,,,,,,,,,,,,,,,
15/07/2021,21:36:05,-35,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2021,05:24:05,-30,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2021,18:48:06,-82.5,,,,,,,,,,,,,,,,,,,,,,,,
18/09/2021,03:12:11,-35,24/09/2020,9,6.4,5.3,8.1,128.6,0.8,-1.5,0.5,3.6,3,278326,5.3,515,0.076,28028,0.3,4,0.012,3.06,0.77,2.19,37,22
